demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
75,97.0,82.0,105.0,51.0,32.0,71.98701721952594,22.846163389297924
111,75.0,97.0,82.0,105.0,51.0,72.9216994266725,-10.465397346417603
86,111.0,75.0,97.0,82.0,105.0,73.85638163381907,-21.770547825722872
79,86.0,111.0,75.0,97.0,82.0,74.79106384096562,-13.646211125540946
84,79.0,86.0,111.0,75.0,97.0,75.72574604811219,10.096715318230704
82,84.0,79.0,86.0,111.0,75.0,76.66042825525875,-16.31099926363866
83,82.0,84.0,79.0,86.0,111.0,77.59511046240532,0.44154256474838216
97,83.0,82.0,84.0,79.0,86.0,78.52979266955188,16.88318695723799
59,97.0,83.0,82.0,84.0,79.0,79.46447487669846,32.64534417024041
94,59.0,97.0,83.0,82.0,84.0,80.39915708384501,-2.919421693680227
92,94.0,59.0,97.0,83.0,82.0,81.33383929099156,8.983761160347846
74,92.0,94.0,59.0,97.0,83.0,82.26852149813813,4.858097860529762
58,74.0,92.0,94.0,59.0,97.0,83.20320370528471,12.302947381224485
68,58.0,74.0,92.0,94.0,59.0,84.13788591243127,-19.992587713465397
100,68.0,58.0,74.0,92.0,94.0,85.07256811957781,-13.61504588507836
87,100.0,68.0,58.0,74.0,92.0,86.00725032672439,-7.878529697716953
104,87.0,100.0,68.0,58.0,74.0,86.94193253387094,-11.494577612919645
95,104.0,87.0,100.0,68.0,58.0,87.87661474101749,26.19386165136484
74,95.0,104.0,87.0,100.0,68.0,88.81129694816406,-4.848468315119918
101,74.0,95.0,104.0,87.0,100.0,89.74597915531065,-0.3907982816046615
112,101.0,74.0,95.0,104.0,87.0,90.6806613624572,-15.026076966038131
88,112.0,101.0,74.0,95.0,104.0,91.61534356960377,-6.6325094966254605
80,88.0,112.0,101.0,74.0,95.0,92.55002577675032,-27.74197147947603
65,80.0,88.0,112.0,101.0,74.0,93.48470798389691,-58.66823355514478
53,65.0,80.0,88.0,112.0,101.0,94.41939019104343,-37.83167511799296
75,53.0,65.0,80.0,88.0,112.0,95.35407239819,7.729242293517808
91,75.0,53.0,65.0,80.0,88.0,94.11538461538464,26.655642009371533
