date,demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5}
2014-02-11,11,0.0,18.0,9.0,7.0,11.0
2014-02-18,8,11.0,0.0,18.0,9.0,7.0
2014-02-25,15,8.0,11.0,0.0,18.0,9.0
2014-03-04,18,15.0,8.0,11.0,0.0,18.0
2014-03-11,24,18.0,15.0,8.0,11.0,0.0
2014-03-18,15,24.0,18.0,15.0,8.0,11.0
2014-03-25,19,15.0,24.0,18.0,15.0,8.0
2014-04-01,7,19.0,15.0,24.0,18.0,15.0
2014-04-08,19,7.0,19.0,15.0,24.0,18.0
2014-04-15,14,19.0,7.0,19.0,15.0,24.0
2014-04-22,6,14.0,19.0,7.0,19.0,15.0
2014-04-29,4,6.0,14.0,19.0,7.0,19.0
2014-05-06,15,4.0,6.0,14.0,19.0,7.0
2014-05-13,13,15.0,4.0,6.0,14.0,19.0
2014-05-20,48,13.0,15.0,4.0,6.0,14.0
2014-05-27,34,48.0,13.0,15.0,4.0,6.0
2014-06-03,7,34.0,48.0,13.0,15.0,4.0
2014-06-10,33,7.0,34.0,48.0,13.0,15.0
2014-06-17,33,33.0,7.0,34.0,48.0,13.0
2014-06-24,28,33.0,33.0,7.0,34.0,48.0
2014-07-01,17,28.0,33.0,33.0,7.0,34.0
2014-07-08,34,17.0,28.0,33.0,33.0,7.0
2014-07-15,49,34.0,17.0,28.0,33.0,33.0
2014-07-22,19,49.0,34.0,17.0,28.0,33.0
2014-07-29,18,19.0,49.0,34.0,17.0,28.0
2014-08-05,14,18.0,19.0,49.0,34.0,17.0
2014-08-12,45,14.0,18.0,19.0,49.0,34.0
2014-08-19,33,45.0,14.0,18.0,19.0,49.0
2014-08-26,26,33.0,45.0,14.0,18.0,19.0
2014-09-02,22,26.0,33.0,45.0,14.0,18.0
2014-09-09,34,22.0,26.0,33.0,45.0,14.0
2014-09-16,50,34.0,22.0,26.0,33.0,45.0
2014-09-23,66,50.0,34.0,22.0,26.0,33.0
2014-09-30,8,66.0,50.0,34.0,22.0,26.0
2014-10-07,20,8.0,66.0,50.0,34.0,22.0
2014-10-14,43,20.0,8.0,66.0,50.0,34.0
2014-10-21,43,43.0,20.0,8.0,66.0,50.0
2014-10-28,13,43.0,43.0,20.0,8.0,66.0
2014-11-04,11,13.0,43.0,43.0,20.0,8.0
2014-11-11,17,11.0,13.0,43.0,43.0,20.0
2014-11-18,44,17.0,11.0,13.0,43.0,43.0
2014-11-25,39,44.0,17.0,11.0,13.0,43.0
2014-12-02,9,39.0,44.0,17.0,11.0,13.0
2014-12-09,17,9.0,39.0,44.0,17.0,11.0
