demand,civilians_rank,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
279,3,0,0,0,1,0,0,1
256,3,0,0,0,1,0,0,1
232,2,0,0,0,1,0,0,1
331,4,0,0,0,1,0,0,1
317,3,0,0,0,1,0,0,1
263,2,0,0,0,1,0,0,1
182,1,0,0,0,1,0,0,1
324,3,0,0,0,1,0,0,1
294,1,0,0,0,1,0,0,1
325,2,0,0,0,1,0,0,1
336,3,0,0,0,1,0,0,1
297,3,0,0,0,1,0,0,1
334,2,0,0,0,1,0,0,1
312,2,0,0,0,1,0,0,1
302,3,0,0,0,1,0,0,1
322,1,0,0,0,1,0,0,1
347,1,0,0,0,1,0,0,1
330,1,0,0,0,1,0,0,1
343,1,0,0,0,1,0,0,1
259,1,0,0,0,1,0,0,1
348,1,0,0,0,1,0,0,1
394,4,0,0,0,1,0,0,1
357,4,0,0,0,1,0,0,1
320,4,0,0,0,1,0,0,1
359,3,0,0,0,1,0,0,1
352,3,0,0,0,1,0,0,1
356,4,0,0,0,1,0,0,1
254,4,0,0,0,1,0,0,1
255,4,0,0,0,1,0,0,1
6,1,0,0,0,1,1,0,0
4,2,0,0,0,1,1,0,0
3,3,0,0,0,1,1,0,0
3,3,0,0,0,1,1,0,0
3,3,0,0,0,1,1,0,0
3,1,0,0,0,1,1,0,0
7,3,0,0,0,1,1,0,0
1,1,0,0,0,1,1,0,0
5,2,0,0,0,1,1,0,0
20,3,0,0,0,1,1,0,0
29,1,0,0,0,1,1,0,0
27,4,0,0,0,1,1,0,0
37,1,0,0,0,1,1,0,0
28,1,0,0,0,1,1,0,0
15,1,0,0,0,1,1,0,0
39,2,0,0,0,1,1,0,0
35,3,0,0,0,1,1,0,0
28,2,0,0,0,1,1,0,0
37,3,0,0,0,1,1,0,0
28,2,0,0,0,1,1,0,0
39,1,0,0,0,1,1,0,0
30,1,0,0,0,1,1,0,0
28,1,0,0,0,1,1,0,0
37,2,0,0,0,1,1,0,0
12,1,0,0,0,1,1,0,0
56,2,0,0,0,1,1,0,0
56,2,0,0,0,1,1,0,0
89,3,0,0,0,1,1,0,0
139,2,0,0,0,1,1,0,0
136,3,0,0,0,1,1,0,0
130,4,0,0,0,1,1,0,0
124,3,0,0,0,1,1,0,0
105,3,0,0,0,1,1,0,0
103,3,0,0,0,1,1,0,0
116,2,0,0,0,1,1,0,0
109,4,0,0,0,1,1,0,0
89,3,0,0,0,1,1,0,0
85,2,0,0,0,1,1,0,0
32,1,0,0,0,1,1,0,0
91,3,0,0,0,1,1,0,0
65,1,0,0,0,1,1,0,0
43,2,0,0,0,1,1,0,0
65,3,0,0,0,1,1,0,0
63,3,0,0,0,1,1,0,0
85,2,0,0,0,1,1,0,0
81,2,0,0,0,1,1,0,0
67,3,0,0,0,1,1,0,0
73,1,0,0,0,1,1,0,0
84,1,0,0,0,1,1,0,0
109,1,0,0,0,1,1,0,0
130,1,0,0,0,1,1,0,0
110,1,0,0,0,1,1,0,0
114,1,0,0,0,1,1,0,0
127,4,0,0,0,1,1,0,0
139,4,0,0,0,1,1,0,0
127,4,0,0,0,1,1,0,0
92,3,0,0,0,1,1,0,0
119,3,0,0,0,1,1,0,0
131,4,0,0,0,1,1,0,0
145,4,0,0,0,1,1,0,0
161,4,0,0,0,1,1,0,0
113,4,0,0,0,1,1,0,0
85,4,0,0,0,1,1,0,0
78,4,0,0,0,1,1,0,0
72,4,0,0,0,1,1,0,0
47,4,0,0,0,1,1,0,0
91,4,0,0,0,1,1,0,0
77,4,0,0,0,1,1,0,0
63,4,0,0,0,1,1,0,0
96,4,0,0,0,1,1,0,0
78,4,0,0,0,1,1,0,0
207,4,0,0,0,1,1,0,0
135,4,0,0,0,1,1,0,0
75,2,0,0,0,1,0,1,0
111,3,0,0,0,1,0,1,0
86,1,0,0,0,1,0,1,0
79,2,0,0,0,1,0,1,0
84,3,0,0,0,1,0,1,0
82,2,0,0,0,1,0,1,0
83,4,0,0,0,1,0,1,0
97,2,0,0,0,1,0,1,0
59,4,0,0,0,1,0,1,0
94,4,0,0,0,1,0,1,0
92,2,0,0,0,1,0,1,0
74,3,0,0,0,1,0,1,0
58,3,0,0,0,1,0,1,0
68,3,0,0,0,1,0,1,0
100,3,0,0,0,1,0,1,0
87,1,0,0,0,1,0,1,0
104,2,0,0,0,1,0,1,0
95,2,0,0,0,1,0,1,0
74,3,0,0,0,1,0,1,0
101,1,0,0,0,1,0,1,0
112,2,0,0,0,1,0,1,0
88,1,0,0,0,1,0,1,0
80,2,0,0,0,1,0,1,0
65,3,0,0,0,1,0,1,0
53,2,0,0,0,1,0,1,0
75,3,0,0,0,1,0,1,0
91,1,0,0,0,1,0,1,0
92,4,0,0,0,1,0,1,0
97,2,0,0,0,1,0,1,0
97,1,0,0,0,1,0,1,0
107,2,0,0,0,1,0,1,0
84,2,0,0,0,1,0,1,0
73,1,0,0,0,1,0,1,0
85,1,0,0,0,1,0,1,0
37,3,0,0,0,1,0,1,0
77,1,0,0,0,1,0,1,0
100,2,0,0,0,1,0,1,0
80,1,0,0,0,1,0,1,0
101,1,0,0,0,1,0,1,0
122,2,0,0,0,1,0,1,0
151,3,0,0,0,1,0,1,0
124,1,0,0,0,1,0,1,0
104,3,0,0,0,1,0,1,0
101,1,0,0,0,1,0,1,0
141,2,0,0,0,1,0,1,0
114,2,0,0,0,1,0,1,0
134,4,0,0,0,1,0,1,0
82,2,0,0,0,1,0,1,0
102,1,0,0,0,1,0,1,0
118,1,0,0,0,1,0,1,0
167,1,0,0,0,1,0,1,0
177,2,0,0,0,1,0,1,0
145,3,0,0,0,1,0,1,0
98,1,0,0,0,1,0,1,0
164,2,0,0,0,1,0,1,0
177,2,0,0,0,1,0,1,0
162,1,0,0,0,1,0,1,0
186,1,0,0,0,1,0,1,0
165,3,0,0,0,1,0,1,0
176,2,0,0,0,1,0,1,0
165,1,0,0,0,1,0,1,0
130,1,0,0,0,1,0,1,0
137,2,0,0,0,1,0,1,0
143,3,0,0,0,1,0,1,0
110,3,0,0,0,1,0,1,0
111,3,0,0,0,1,0,1,0
111,1,0,0,0,1,0,1,0
123,3,0,0,0,1,0,1,0
122,1,0,0,0,1,0,1,0
127,2,0,0,0,1,0,1,0
128,3,0,0,0,1,0,1,0
114,1,0,0,0,1,0,1,0
134,4,0,0,0,1,0,1,0
114,1,0,0,0,1,0,1,0
66,1,0,0,0,1,0,1,0
76,1,0,0,0,1,0,1,0
164,2,0,0,0,1,0,1,0
174,3,0,0,0,1,0,1,0
105,2,0,0,0,1,0,1,0
114,3,0,0,0,1,0,1,0
134,2,0,0,0,1,0,1,0
151,1,0,0,0,1,0,1,0
131,1,0,0,0,1,0,1,0
149,1,0,0,0,1,0,1,0
120,2,0,0,0,1,0,1,0
51,1,0,0,0,1,0,1,0
132,2,0,0,0,1,0,1,0
104,2,0,0,0,1,0,1,0
226,3,0,0,0,1,0,1,0
209,2,0,0,0,1,0,1,0
159,3,0,0,0,1,0,1,0
188,4,0,0,0,1,0,1,0
140,3,0,0,0,1,0,1,0
196,3,0,0,0,1,0,1,0
143,3,0,0,0,1,0,1,0
161,2,0,0,0,1,0,1,0
186,4,0,0,0,1,0,1,0
204,3,0,0,0,1,0,1,0
237,2,0,0,0,1,0,1,0
150,1,0,0,0,1,0,1,0
166,3,0,0,0,1,0,1,0
156,1,0,0,0,1,0,1,0
213,2,0,0,0,1,0,1,0
119,3,0,0,0,1,0,1,0
75,3,0,0,0,1,0,1,0
53,2,0,0,0,1,0,1,0
38,2,0,0,0,1,0,1,0
105,3,0,0,0,1,0,1,0
37,1,0,0,0,1,0,1,0
66,1,0,0,0,1,0,1,0
136,1,0,0,0,1,0,1,0
160,1,0,0,0,1,0,1,0
105,1,0,0,0,1,0,1,0
143,1,0,0,0,1,0,1,0
127,4,0,0,0,1,0,1,0
163,4,0,0,0,1,0,1,0
116,4,0,0,0,1,0,1,0
124,3,0,0,0,1,0,1,0
109,3,0,0,0,1,0,1,0
99,4,0,0,0,1,0,1,0
197,4,0,0,0,1,0,1,0
109,4,0,0,0,1,0,1,0
